Date,Backtest Val,Daily PnL,Daily % PnL,Cumulative PnL,Portfolio Value
2022-02-22,10099.293269164356,99.29326916435639,0.9929326916435555,599.4326889324075,10599.432688932407
2022-02-23,9926.941528219762,-73.0584717802376,-0.7305847178023739,526.3742171521699,10526.37421715217
2022-02-24,9952.767,-47.233000000000175,-0.4723299999999986,479.1412171521697,10479.14121715217
2022-02-25,9799.054717911125,-200.9452820888746,-2.0094528208887463,278.1959350632951,10278.195935063295
2022-02-28,10011.611187796754,11.611187796754166,0.11611187796753963,289.8071228600493,10289.80712286005
2022-03-01,10428.038600000002,428.0386000000017,4.280386000000025,717.845722860051,10717.845722860051
2022-03-02,9967.250577861689,-32.749422138311274,-0.3274942213831178,685.0963007217397,10685.09630072174
2022-03-03,9876.839805325024,-123.16019467497608,-1.2316019467497608,561.9361060467636,10561.936106046764
2022-03-04,10021.560990901391,21.56099090139105,0.21560990901390298,583.4970969481546,10583.497096948155
2022-03-07,10259.592312809338,259.5923128093382,2.5959231280933803,843.0894097574928,10843.089409757493
2022-03-08,10029.17731491581,29.17731491581071,0.29177314915811436,872.2667246733035,10872.266724673304
2022-03-09,9953.161178384331,-46.838821615669076,-0.4683882161566899,825.4279030576345,10825.427903057634
2022-03-10,10068.381378897187,68.38137889718746,0.6838137889718654,893.8092819548219,10893.809281954822
2022-03-11,10043.912603507033,43.912603507033054,0.4391260350703252,937.721885461855,10937.721885461855
2022-03-14,9900.749962548012,-99.25003745198774,-0.9925003745198779,838.4718480098672,10838.471848009867
2022-03-15,10312.66743254666,312.66743254665926,3.126674325466583,1151.1392805565265,11151.139280556527
2022-03-16,10332.89359057296,332.8935905729595,3.328935905729602,1484.032871129486,11484.032871129486
2022-03-17,9916.3692993839,-83.63070061610051,-0.8363070061610078,1400.4021705133855,11400.402170513385
2022-03-18,10404.815606111017,404.8156061110167,4.048156061110175,1805.2177766244022,11805.217776624402
2022-03-21,9816.411918631924,-183.58808136807602,-1.835880813680757,1621.6296952563262,11621.629695256326
2022-03-22,10092.77159983711,92.77159983710953,0.9277159983710925,1714.4012950934357,11714.401295093436
2022-03-23,10656.362402382889,656.3624023828888,6.5636240238288845,2370.7636974763245,12370.763697476325
2022-03-24,9913.96960718868,-86.03039281132078,-0.8603039281132041,2284.7333046650037,12284.733304665004
2022-03-25,10143.501900000001,143.50190000000111,1.435019000000004,2428.235204665005,12428.235204665005
2022-03-28,9920.270554287197,-79.72944571280277,-0.7972944571280283,2348.505758952202,12348.505758952202
2022-03-29,10047.430111613645,47.43011161364484,0.4743011161364441,2395.935870565847,12395.935870565847
2022-03-30,10092.200064810675,92.20006481067503,0.9220006481067466,2488.135935376522,12488.135935376522
2022-03-31,9998.016885671166,-1.9831143288338353,-0.019831143288340236,2486.152821047688,12486.152821047688
2022-04-01,9881.834109431898,-118.16589056810153,-1.1816589056810156,2367.9869304795866,12367.986930479587
2022-04-04,10220.838943096805,220.83894309680545,2.2083894309680607,2588.825873576392,12588.825873576392
